IDCLIENTE,SEGMENTO,EDAD,PRODUCTO
748388,A2,MAYORES A 65 AÑOS,CTA & TC
377275,A3,MAYORES A 65 AÑOS,CTA
230299,A1,MAYORES A 65 AÑOS,CTA
314602,A1,MAYORES A 65 AÑOS,CTA
314631,A2,MAYORES A 65 AÑOS,CTA
277221,A2,MAYORES A 65 AÑOS,CTA & TC
1037374,A3,46 A 65 AÑOS,CTA
428113,A3,46 A 65 AÑOS,CTA
44251,A2,MAYORES A 65 AÑOS,CTA & TC
153523,A2,MAYORES A 65 AÑOS,CTA & TC
88621,A2,MAYORES A 65 AÑOS,CTA
3732489,A3,MAYORES A 65 AÑOS,CTA
276674,A3,MAYORES A 65 AÑOS,CTA
348069,A1,MAYORES A 65 AÑOS,CTA
408592,A3,MAYORES A 65 AÑOS,CTA
4217148,A3,MAYORES A 65 AÑOS,CTA
450820,A2,MAYORES A 65 AÑOS,CTA
716547,A2,MAYORES A 65 AÑOS,CTA
361671,A1,MAYORES A 65 AÑOS,CTA & TC
814445,A1,36 A 45 AÑOS,CTA & TC
714554,A3,36 A 45 AÑOS,CTA & TC
2568013,A3,36 A 45 AÑOS,CTA
291151,A1,46 A 65 AÑOS,CTA & TC
300602,A3,46 A 65 AÑOS,CTA
188691,A2,46 A 65 AÑOS,CTA & TC
1084819,A3,36 A 45 AÑOS,CTA
1321604,A2,36 A 45 AÑOS,CTA
962236,A1,36 A 45 AÑOS,CTA & TC
3595410,A3,36 A 45 AÑOS,CTA
3734146,A2,36 A 45 AÑOS,CTA
2572611,A2,36 A 45 AÑOS,CTA
4110963,A3,23 A 30 AÑOS,CTA & TC
3582195,A3,23 A 30 AÑOS,CTA
2498185,A3,23 A 30 AÑOS,CTA & TC
3019218,A3,36 A 45 AÑOS,CTA
3110713,A3,31 A 35 AÑOS,CTA & TC
3943440,A3,18 A 22 AÑOS,CTA
4241502,A1,23 A 30 AÑOS,CTA & TC
2161374,A3,31 A 35 AÑOS,CTA
3452588,A3,23 A 30 AÑOS,CTA
3364535,A3,23 A 30 AÑOS,CTA & TC
3234383,A2,23 A 30 AÑOS,CTA & TC
1801120,A2,23 A 30 AÑOS,CTA & TC
3858231,A3,31 A 35 AÑOS,CTA & TC
370564,A2,MAYORES A 65 AÑOS,CTA
4113621,B1,EMPRESA,CTA
670772,A3,46 A 65 AÑOS,CTA
285650,A1,MAYORES A 65 AÑOS,CTA & TC
204247,A2,MAYORES A 65 AÑOS,CTA & TC
3920628,A3,MAYORES A 65 AÑOS,CTA
3096593,A3,MAYORES A 65 AÑOS,CTA
388691,A3,MAYORES A 65 AÑOS,CTA
551726,P1,EMPRESA,CTA
631859,A3,46 A 65 AÑOS,CTA
1575509,A2,46 A 65 AÑOS,CTA
2290580,A3,MAYORES A 65 AÑOS,CTA
48081,A2,46 A 65 AÑOS,CTA & TC
292040,A2,46 A 65 AÑOS,CTA
183627,A2,46 A 65 AÑOS,CTA
63190,A2,46 A 65 AÑOS,CTA
23634,A2,46 A 65 AÑOS,CTA
923616,A1,46 A 65 AÑOS,CTA
1255550,A3,46 A 65 AÑOS,CTA
3322666,A1,46 A 65 AÑOS,CTA & TC
1329404,A3,46 A 65 AÑOS,CTA
921577,A2,46 A 65 AÑOS,CTA & TC
1242578,A2,MAYORES A 65 AÑOS,CTA
3792312,A3,46 A 65 AÑOS,CTA
2007,A2,36 A 45 AÑOS,CTA
3104660,A3,36 A 45 AÑOS,CTA
2918915,A3,36 A 45 AÑOS,CTA
3523855,B1,EMPRESA,CTA & TC
972850,P1,EMPRESA,CTA
1302290,A2,36 A 45 AÑOS,CTA & TC
1267557,A2,36 A 45 AÑOS,CTA
669384,A2,36 A 45 AÑOS,CTA & TC
1349840,A2,36 A 45 AÑOS,CTA
675243,A3,36 A 45 AÑOS,CTA
1345550,A3,36 A 45 AÑOS,CTA
1306023,A1,46 A 65 AÑOS,CTA & TC
1353380,A3,36 A 45 AÑOS,CTA
3627674,A3,23 A 30 AÑOS,CTA
4131664,A3,23 A 30 AÑOS,CTA
4235774,A3,31 A 35 AÑOS,CTA
3911124,A3,23 A 30 AÑOS,CTA
3357659,A3,31 A 35 AÑOS,CTA & TC
3637799,A2,23 A 30 AÑOS,CTA
3962364,A3,36 A 45 AÑOS,CTA
4393858,A3,31 A 35 AÑOS,CTA
4202041,A3,31 A 35 AÑOS,CTA
2191602,A3,31 A 35 AÑOS,CTA & TC
2899242,A2,31 A 35 AÑOS,CTA
1375333,A3,36 A 45 AÑOS,CTA
1289899,A2,36 A 45 AÑOS,CTA & TC
2984889,A3,OTROS NO IDENTIFICADOS,CTA & TC
3720725,P2,EMPRESA,CTA & TC
151891,A2,MAYORES A 65 AÑOS,CTA & TC
3971926,A2,MAYORES A 65 AÑOS,CTA
1052784,A2,MAYORES A 65 AÑOS,CTA
746254,A2,MAYORES A 65 AÑOS,CTA & TC
1001538,A2,MAYORES A 65 AÑOS,CTA
26531,A3,MAYORES A 65 AÑOS,CTA & TC
236867,A2,MAYORES A 65 AÑOS,CTA
294664,A2,MAYORES A 65 AÑOS,CTA
481366,A2,MAYORES A 65 AÑOS,CTA
2819799,A3,MAYORES A 65 AÑOS,CTA
25623,A2,OTROS NO IDENTIFICADOS,CTA & TC
1507889,P2,EMPRESA,CTA
2739992,A2,23 A 30 AÑOS,CTA
3077291,A1,23 A 30 AÑOS,CTA & TC
2856277,A2,MAYORES A 65 AÑOS,CTA
595960,A1,MAYORES A 65 AÑOS,CTA & TC
688905,A2,MAYORES A 65 AÑOS,CTA & TC
862064,A2,MAYORES A 65 AÑOS,CTA & TC
413568,A3,MAYORES A 65 AÑOS,CTA
462897,A1,MAYORES A 65 AÑOS,CTA & TC
229402,A3,MAYORES A 65 AÑOS,CTA
774015,A2,MAYORES A 65 AÑOS,TC
654651,A3,MAYORES A 65 AÑOS,CTA
28173,A3,MAYORES A 65 AÑOS,CTA
73877,A1,MAYORES A 65 AÑOS,CTA
151478,A1,MAYORES A 65 AÑOS,CTA & TC
4045686,A3,MAYORES A 65 AÑOS,CTA
1392131,A3,MAYORES A 65 AÑOS,CTA
517491,A2,MAYORES A 65 AÑOS,CTA
194141,A3,MAYORES A 65 AÑOS,CTA
194576,A3,MAYORES A 65 AÑOS,CTA
3380634,A3,OTROS NO IDENTIFICADOS,CTA
3486040,A2,23 A 30 AÑOS,CTA & TC
2648210,A3,MAYORES A 65 AÑOS,CTA
484528,P1,EMPRESA,CTA & TC
1088076,A3,MAYORES A 65 AÑOS,CTA
2804415,P2,EMPRESA,CTA
1413576,A2,36 A 45 AÑOS,CTA
622806,A2,36 A 45 AÑOS,CTA & TC
867537,A3,36 A 45 AÑOS,CTA & TC
1552685,A2,36 A 45 AÑOS,CTA & TC
2990356,A3,31 A 35 AÑOS,CTA
1666742,A3,31 A 35 AÑOS,CTA
2525985,A3,23 A 30 AÑOS,CTA
1211723,B1,EMPRESA,CTA
2867726,A3,46 A 65 AÑOS,CTA
433720,A3,46 A 65 AÑOS,CTA
393700,A1,46 A 65 AÑOS,CTA
1778556,B1,EMPRESA,CTA
1196962,A3,46 A 65 AÑOS,CTA & TC
1016582,A3,46 A 65 AÑOS,CTA
882486,A2,46 A 65 AÑOS,CTA & TC
1488847,A3,46 A 65 AÑOS,CTA
1120576,A1,46 A 65 AÑOS,CTA & TC
2112442,A2,46 A 65 AÑOS,CTA
728642,A2,46 A 65 AÑOS,CTA
685229,A2,46 A 65 AÑOS,CTA
922101,A2,46 A 65 AÑOS,CTA
320427,A3,46 A 65 AÑOS,CTA & TC
104058,A3,46 A 65 AÑOS,CTA
149559,A1,46 A 65 AÑOS,CTA
734779,A1,46 A 65 AÑOS,CTA & TC
706011,A2,46 A 65 AÑOS,CTA
550687,A3,46 A 65 AÑOS,CTA
2681172,A1,36 A 45 AÑOS,CTA
2511879,P1,EMPRESA,CTA
957399,A1,46 A 65 AÑOS,CTA & TC
1938457,A3,31 A 35 AÑOS,CTA & TC
4013597,A2,23 A 30 AÑOS,CTA
77742,B1,EMPRESA,CTA
3636274,P2,EMPRESA,CTA
708730,A2,46 A 65 AÑOS,CTA
1251079,P2,EMPRESA,CTA & TC
798012,A1,MAYORES A 65 AÑOS,CTA
493482,E1,EMPRESA,CTA
510650,A2,46 A 65 AÑOS,CTA & TC
2347931,P2,EMPRESA,CTA & TC
4112278,A2,OTROS NO IDENTIFICADOS,CTA
3292751,A3,46 A 65 AÑOS,CTA
95200,A3,46 A 65 AÑOS,CTA
648171,A3,46 A 65 AÑOS,CTA & TC
882549,A3,46 A 65 AÑOS,CTA
664382,A3,46 A 65 AÑOS,CTA
883419,A2,46 A 65 AÑOS,CTA
652122,A3,MAYORES A 65 AÑOS,CTA
619489,A3,36 A 45 AÑOS,CTA
810048,A3,36 A 45 AÑOS,CTA
907169,A1,36 A 45 AÑOS,CTA & TC
562718,A1,36 A 45 AÑOS,TC
1578947,A1,36 A 45 AÑOS,TC
2788796,A2,23 A 30 AÑOS,CTA
2153343,A3,31 A 35 AÑOS,CTA
3909687,A2,23 A 30 AÑOS,CTA
150215,A3,MAYORES A 65 AÑOS,CTA
383,A2,MAYORES A 65 AÑOS,CTA
363859,A3,MAYORES A 65 AÑOS,CTA
133918,A3,MAYORES A 65 AÑOS,CTA & TC
2419650,A3,OTROS NO IDENTIFICADOS,CTA
3446439,A3,OTROS NO IDENTIFICADOS,CTA & TC
426074,E1,EMPRESA,CTA
181972,A2,46 A 65 AÑOS,CTA & TC
1043977,A2,46 A 65 AÑOS,CTA & TC
748816,A3,46 A 65 AÑOS,CTA
3621589,A2,46 A 65 AÑOS,CTA & TC
4096290,A3,46 A 65 AÑOS,CTA
1830544,A3,46 A 65 AÑOS,CTA
1632073,A3,46 A 65 AÑOS,CTA
1594054,A3,46 A 65 AÑOS,CTA & TC
73527,A3,36 A 45 AÑOS,CTA
1080692,A3,36 A 45 AÑOS,CTA
3635098,A2,36 A 45 AÑOS,CTA
1181902,A1,46 A 65 AÑOS,CTA & TC
999451,A1,46 A 65 AÑOS,CTA
2461285,B1,EMPRESA,CTA
4249077,A3,23 A 30 AÑOS,CTA
2915205,A3,31 A 35 AÑOS,CTA & TC
2878607,A2,23 A 30 AÑOS,CTA
3782656,A3,23 A 30 AÑOS,CTA
3366216,A1,23 A 30 AÑOS,CTA
2413219,A3,31 A 35 AÑOS,CTA & TC
2645161,A2,31 A 35 AÑOS,CTA
3211541,A3,23 A 30 AÑOS,CTA
3119364,A3,OTROS NO IDENTIFICADOS,CTA & TC
2571621,A3,31 A 35 AÑOS,CTA
4093163,B1,EMPRESA,CTA
1089287,A1,MAYORES A 65 AÑOS,CTA
381315,A1,MAYORES A 65 AÑOS,CTA & TC
259805,A3,MAYORES A 65 AÑOS,CTA
8259,A2,MAYORES A 65 AÑOS,CTA & TC
1207523,A2,MAYORES A 65 AÑOS,CTA
741836,A1,MAYORES A 65 AÑOS,CTA & TC
328006,A2,MAYORES A 65 AÑOS,CTA
418167,A1,MAYORES A 65 AÑOS,CTA & TC
308394,A2,46 A 65 AÑOS,CTA
642261,A1,46 A 65 AÑOS,CTA & TC
4021489,B1,EMPRESA,CTA
3401293,A3,46 A 65 AÑOS,CTA
4346768,A3,46 A 65 AÑOS,CTA
3638860,A2,23 A 30 AÑOS,CTA & TC
1037654,A2,36 A 45 AÑOS,CTA & TC
960063,A1,46 A 65 AÑOS,CTA
1178560,A1,46 A 65 AÑOS,CTA & TC
3034736,A3,46 A 65 AÑOS,CTA
1273210,A3,46 A 65 AÑOS,CTA
1461507,A1,46 A 65 AÑOS,CTA & TC
431324,A3,46 A 65 AÑOS,CTA
3181527,A1,36 A 45 AÑOS,CTA
2357663,A3,31 A 35 AÑOS,CTA & TC
2297633,B1,EMPRESA,CTA & TC
3367288,A3,31 A 35 AÑOS,CTA & TC
2734827,A2,36 A 45 AÑOS,CTA
1568973,A1,46 A 65 AÑOS,CTA & TC
1572163,A3,46 A 65 AÑOS,CTA
2210701,A2,23 A 30 AÑOS,CTA
2335459,A3,MAYORES A 65 AÑOS,CTA
35201,A2,MAYORES A 65 AÑOS,CTA
1072278,A3,MAYORES A 65 AÑOS,CTA
1484717,A2,36 A 45 AÑOS,CTA
788586,A2,36 A 45 AÑOS,CTA
4025943,P2,EMPRESA,CTA
2524697,P1,EMPRESA,CTA
1754042,B1,EMPRESA,CTA
3558714,P1,EMPRESA,CTA & TC
1683289,P2,EMPRESA,CTA
2370977,A2,31 A 35 AÑOS,CTA
159698,A2,46 A 65 AÑOS,TC
3023439,A3,46 A 65 AÑOS,CTA
988081,A2,46 A 65 AÑOS,CTA & TC
790576,A2,46 A 65 AÑOS,CTA & TC
868644,A1,46 A 65 AÑOS,CTA
3870761,A3,23 A 30 AÑOS,CTA & TC
3656328,A3,36 A 45 AÑOS,CTA
1141550,A1,MAYORES A 65 AÑOS,CTA
962040,A2,MAYORES A 65 AÑOS,CTA
12079,A2,MAYORES A 65 AÑOS,CTA & TC
3961454,A3,MAYORES A 65 AÑOS,CTA
704956,A1,MAYORES A 65 AÑOS,CTA
826959,A2,MAYORES A 65 AÑOS,CTA
3042205,A3,23 A 30 AÑOS,TC
3151598,A2,31 A 35 AÑOS,CTA & TC
154727,A3,46 A 65 AÑOS,CTA
1749190,A3,31 A 35 AÑOS,CTA
2637652,A3,36 A 45 AÑOS,CTA
3889815,B1,EMPRESA,CTA & TC
4183658,A3,MAYORES A 65 AÑOS,CTA
4055652,A3,MAYORES A 65 AÑOS,CTA
2171909,A2,36 A 45 AÑOS,CTA & TC
820158,A3,OTROS NO IDENTIFICADOS,CTA & TC
511866,A3,OTROS NO IDENTIFICADOS,CTA & TC
1590082,P2,EMPRESA,CTA
255817,A2,MAYORES A 65 AÑOS,CTA & TC
850100,A2,46 A 65 AÑOS,CTA & TC
4331139,A3,31 A 35 AÑOS,CTA
4189611,A3,31 A 35 AÑOS,CTA
1295319,A3,46 A 65 AÑOS,CTA
1109076,B1,EMPRESA,CTA
4182320,A3,18 A 22 AÑOS,CTA
931904,A2,46 A 65 AÑOS,CTA & TC
1020876,A3,MAYORES A 65 AÑOS,CTA
496136,B1,EMPRESA,CTA
438806,A2,46 A 65 AÑOS,CTA & TC
401280,A1,46 A 65 AÑOS,CTA & TC
172581,A2,46 A 65 AÑOS,CTA
316740,A2,46 A 65 AÑOS,CTA & TC
216516,A2,46 A 65 AÑOS,CTA
59017,A2,46 A 65 AÑOS,CTA
626314,A1,46 A 65 AÑOS,CTA & TC
3352081,A2,36 A 45 AÑOS,CTA
2888752,A2,31 A 35 AÑOS,CTA
3823566,A3,46 A 65 AÑOS,CTA
1059606,A2,46 A 65 AÑOS,CTA
735415,A1,46 A 65 AÑOS,CTA
1124131,A1,46 A 65 AÑOS,CTA
705545,A3,46 A 65 AÑOS,TC
800345,A3,46 A 65 AÑOS,CTA & TC
2720956,A3,23 A 30 AÑOS,CTA & TC
45380,A3,36 A 45 AÑOS,CTA & TC
3282803,A2,MAYORES A 65 AÑOS,CTA & TC
370877,A2,MAYORES A 65 AÑOS,CTA
275351,A3,MAYORES A 65 AÑOS,CTA
1984204,A3,MAYORES A 65 AÑOS,CTA
2958319,A3,23 A 30 AÑOS,CTA
316048,A2,46 A 65 AÑOS,CTA & TC
318020,A2,46 A 65 AÑOS,CTA
408471,A1,46 A 65 AÑOS,CTA
3280871,P1,EMPRESA,CTA
2870666,P1,EMPRESA,CTA & TC
4055801,A2,31 A 35 AÑOS,CTA & TC
1424284,A2,46 A 65 AÑOS,CTA
754377,A1,46 A 65 AÑOS,CTA & TC
769892,A3,46 A 65 AÑOS,CTA
705281,A2,MAYORES A 65 AÑOS,CTA
749999,A2,MAYORES A 65 AÑOS,CTA & TC
718012,A3,MAYORES A 65 AÑOS,CTA
2324531,A3,23 A 30 AÑOS,CTA & TC
3800910,A2,23 A 30 AÑOS,CTA & TC
2398720,A3,OTROS NO IDENTIFICADOS,CTA
3655081,A3,OTROS NO IDENTIFICADOS,CTA & TC
2646887,A2,36 A 45 AÑOS,CTA
2679042,A1,46 A 65 AÑOS,CTA
2765172,A3,46 A 65 AÑOS,CTA
4029759,P2,EMPRESA,CTA
820159,P2,EMPRESA,CTA
2740493,A1,31 A 35 AÑOS,CTA
3932058,A3,46 A 65 AÑOS,CTA
590584,A3,46 A 65 AÑOS,CTA
726547,A3,46 A 65 AÑOS,CTA
4089282,A3,46 A 65 AÑOS,CTA & TC
3446920,B1,EMPRESA,CTA
4102059,P2,EMPRESA,CTA
120487,A1,MAYORES A 65 AÑOS,CTA
690120,A1,46 A 65 AÑOS,CTA
530040,P2,EMPRESA,CTA
2582454,A2,46 A 65 AÑOS,CTA
604961,P2,EMPRESA,CTA
564332,A2,MAYORES A 65 AÑOS,CTA
28569,A2,MAYORES A 65 AÑOS,CTA
148907,A2,46 A 65 AÑOS,CTA
1614201,A1,46 A 65 AÑOS,CTA & TC
330709,A2,46 A 65 AÑOS,CTA
158623,A1,46 A 65 AÑOS,CTA & TC
88993,A3,46 A 65 AÑOS,CTA
206965,A1,46 A 65 AÑOS,CTA & TC
170947,A3,46 A 65 AÑOS,CTA
214534,A2,46 A 65 AÑOS,CTA
716495,A3,46 A 65 AÑOS,CTA
934720,A3,46 A 65 AÑOS,CTA
633874,A2,46 A 65 AÑOS,CTA
721408,A3,46 A 65 AÑOS,CTA
630696,A3,46 A 65 AÑOS,CTA
1335726,A2,31 A 35 AÑOS,CTA
2208893,A3,31 A 35 AÑOS,CTA & TC
2778501,A2,31 A 35 AÑOS,CTA
2758571,A3,36 A 45 AÑOS,CTA & TC
2384672,A3,31 A 35 AÑOS,CTA
2392009,B1,EMPRESA,CTA & TC
4323936,A1,31 A 35 AÑOS,CTA
2102435,A3,23 A 30 AÑOS,CTA & TC
3591110,A3,18 A 22 AÑOS,CTA
3650602,A3,23 A 30 AÑOS,CTA & TC
758176,A3,46 A 65 AÑOS,CTA
794484,A2,46 A 65 AÑOS,CTA & TC
855181,A2,46 A 65 AÑOS,CTA
708499,A2,MAYORES A 65 AÑOS,CTA & TC
700234,A2,46 A 65 AÑOS,CTA
670915,A2,46 A 65 AÑOS,CTA & TC
3115852,A2,36 A 45 AÑOS,CTA & TC
1079983,A2,36 A 45 AÑOS,CTA
97545,A3,46 A 65 AÑOS,CTA
139595,A1,46 A 65 AÑOS,CTA & TC
4080241,A2,46 A 65 AÑOS,CTA & TC
772441,A2,46 A 65 AÑOS,CTA & TC
2333754,A3,46 A 65 AÑOS,CTA
776588,A1,46 A 65 AÑOS,CTA
894988,A2,36 A 45 AÑOS,CTA
901948,A3,36 A 45 AÑOS,CTA
962384,A1,36 A 45 AÑOS,CTA
3895466,A1,36 A 45 AÑOS,CTA & TC
1148002,A3,36 A 45 AÑOS,CTA
2998987,A3,36 A 45 AÑOS,CTA
1810841,A2,31 A 35 AÑOS,CTA
3611955,A3,36 A 45 AÑOS,CTA
3202145,A2,36 A 45 AÑOS,CTA & TC
3572214,A1,36 A 45 AÑOS,CTA
3604192,A3,23 A 30 AÑOS,CTA
3328393,A2,23 A 30 AÑOS,CTA
1234602,A3,31 A 35 AÑOS,CTA & TC
1558126,A3,36 A 45 AÑOS,CTA & TC
4154871,A2,36 A 45 AÑOS,CTA
1535722,A1,31 A 35 AÑOS,CTA & TC
3162073,A3,31 A 35 AÑOS,CTA
1253969,A2,36 A 45 AÑOS,CTA & TC
4347736,B1,EMPRESA,CTA
1514430,A2,36 A 45 AÑOS,CTA
1030739,A1,36 A 45 AÑOS,CTA & TC
1035843,A3,36 A 45 AÑOS,CTA & TC
698278,A2,36 A 45 AÑOS,CTA & TC
1595347,A3,36 A 45 AÑOS,CTA
3006112,A3,23 A 30 AÑOS,CTA
3725242,A3,31 A 35 AÑOS,CTA
2699881,A2,23 A 30 AÑOS,CTA
1523727,B1,EMPRESA,CTA & TC
1321852,A2,31 A 35 AÑOS,CTA & TC
3880460,A3,23 A 30 AÑOS,CTA
3965122,A3,23 A 30 AÑOS,CTA & TC
2275320,A3,31 A 35 AÑOS,CTA & TC
2194460,A2,23 A 30 AÑOS,CTA
2690705,A2,23 A 30 AÑOS,CTA
2654611,A2,23 A 30 AÑOS,CTA
3866075,B1,EMPRESA,CTA & TC
4186515,B1,EMPRESA,CTA
1055265,A2,46 A 65 AÑOS,CTA
2477015,A3,MAYORES A 65 AÑOS,CTA
699159,A1,MAYORES A 65 AÑOS,CTA
746342,A1,MAYORES A 65 AÑOS,CTA & TC
3029730,A3,MAYORES A 65 AÑOS,CTA
416453,A3,MAYORES A 65 AÑOS,CTA
93190,A3,MAYORES A 65 AÑOS,CTA
864938,A3,MAYORES A 65 AÑOS,CTA
1051988,A3,MAYORES A 65 AÑOS,CTA
3672606,A3,OTROS NO IDENTIFICADOS,CTA & TC
4145389,A3,OTROS NO IDENTIFICADOS,CTA
634799,P2,EMPRESA,CTA & TC
1224877,P2,EMPRESA,CTA & TC
764395,P1,EMPRESA,CTA & TC
3460922,P2,EMPRESA,CTA
2049521,P2,EMPRESA,CTA
611370,A3,46 A 65 AÑOS,CTA
901174,B1,EMPRESA,CTA
1341231,B1,EMPRESA,CTA & TC
879938,B1,EMPRESA,CTA
886231,P1,EMPRESA,CTA
4250746,B1,EMPRESA,CTA
1245543,A3,46 A 65 AÑOS,CTA
1684052,A2,46 A 65 AÑOS,CTA & TC
830493,A2,46 A 65 AÑOS,CTA
469791,A3,46 A 65 AÑOS,CTA
848530,A2,46 A 65 AÑOS,CTA & TC
690161,A2,46 A 65 AÑOS,CTA
4081480,A1,46 A 65 AÑOS,CTA
4111147,A2,46 A 65 AÑOS,CTA
362194,E2,EMPRESA,CTA
4259794,A2,MAYORES A 65 AÑOS,CTA
82315,A2,MAYORES A 65 AÑOS,CTA
940055,A3,36 A 45 AÑOS,CTA
941534,A3,36 A 45 AÑOS,CTA
536578,A2,36 A 45 AÑOS,CTA
1755151,A3,36 A 45 AÑOS,TC
20447,A1,36 A 45 AÑOS,CTA & TC
655807,A1,36 A 45 AÑOS,CTA & TC
650413,B1,EMPRESA,CTA & TC
653429,A3,36 A 45 AÑOS,CTA
2094743,A3,36 A 45 AÑOS,CTA
2101645,A3,36 A 45 AÑOS,CTA
1750994,A3,36 A 45 AÑOS,CTA & TC
4156310,A3,18 A 22 AÑOS,CTA
3479761,A2,23 A 30 AÑOS,CTA & TC
3726009,B1,EMPRESA,CTA
2805513,A3,31 A 35 AÑOS,CTA & TC
3318260,A3,23 A 30 AÑOS,CTA
3666984,P1,EMPRESA,CTA
3760654,A3,23 A 30 AÑOS,CTA
3894141,B1,EMPRESA,CTA
177538,A2,MAYORES A 65 AÑOS,CTA
283823,A2,MAYORES A 65 AÑOS,CTA & TC
191806,A1,MAYORES A 65 AÑOS,CTA & TC
295858,A3,MAYORES A 65 AÑOS,CTA & TC
299512,A2,MAYORES A 65 AÑOS,CTA
1395365,A3,MAYORES A 65 AÑOS,CTA
1138763,A3,MAYORES A 65 AÑOS,CTA
356327,A1,MAYORES A 65 AÑOS,CTA
519597,P2,EMPRESA,CTA
484214,A2,MAYORES A 65 AÑOS,CTA
3962030,A3,MAYORES A 65 AÑOS,CTA
2807770,A3,MAYORES A 65 AÑOS,CTA
708780,A2,MAYORES A 65 AÑOS,CTA
671138,A2,MAYORES A 65 AÑOS,CTA
1045528,A1,MAYORES A 65 AÑOS,CTA & TC
816961,A2,MAYORES A 65 AÑOS,CTA
485288,A1,MAYORES A 65 AÑOS,CTA
94227,A3,MAYORES A 65 AÑOS,CTA
1220497,A3,MAYORES A 65 AÑOS,CTA
440601,A2,MAYORES A 65 AÑOS,CTA
607484,A2,36 A 45 AÑOS,CTA & TC
3940744,A3,MAYORES A 65 AÑOS,CTA
50318,A2,46 A 65 AÑOS,CTA & TC
246938,A2,MAYORES A 65 AÑOS,CTA
213296,A2,MAYORES A 65 AÑOS,CTA
213673,A1,MAYORES A 65 AÑOS,CTA
193315,A2,MAYORES A 65 AÑOS,CTA
156282,A2,MAYORES A 65 AÑOS,CTA
82013,A3,MAYORES A 65 AÑOS,CTA
4273150,A2,31 A 35 AÑOS,CTA & TC
3127758,A3,31 A 35 AÑOS,CTA
1609537,A3,31 A 35 AÑOS,CTA
3103641,A3,31 A 35 AÑOS,CTA
3056595,A3,23 A 30 AÑOS,CTA & TC
3630476,A2,23 A 30 AÑOS,CTA & TC
3384440,A2,23 A 30 AÑOS,CTA
3111898,A1,23 A 30 AÑOS,CTA & TC
3562381,A3,23 A 30 AÑOS,CTA
1000958,A3,MAYORES A 65 AÑOS,CTA
3152450,A2,46 A 65 AÑOS,CTA
6898,A1,46 A 65 AÑOS,CTA
3786149,A3,46 A 65 AÑOS,CTA
432240,A1,46 A 65 AÑOS,CTA
437953,A3,46 A 65 AÑOS,CTA & TC
2607403,A3,46 A 65 AÑOS,CTA
1559037,A2,46 A 65 AÑOS,CTA & TC
830715,A1,36 A 45 AÑOS,CTA & TC
610400,A2,46 A 65 AÑOS,CTA
2339389,A2,46 A 65 AÑOS,CTA
525824,A2,36 A 45 AÑOS,CTA & TC
2580187,A3,36 A 45 AÑOS,CTA & TC
3471550,A2,36 A 45 AÑOS,CTA
957301,A1,36 A 45 AÑOS,CTA & TC
976847,A3,36 A 45 AÑOS,CTA
1110131,A2,36 A 45 AÑOS,CTA & TC
950945,A1,36 A 45 AÑOS,CTA & TC
954280,A2,36 A 45 AÑOS,TC
666546,A2,36 A 45 AÑOS,CTA & TC
1138886,A2,36 A 45 AÑOS,CTA & TC
4178937,A3,23 A 30 AÑOS,CTA & TC
1810136,A2,31 A 35 AÑOS,CTA & TC
809115,A3,36 A 45 AÑOS,CTA & TC
911801,A2,36 A 45 AÑOS,CTA
913512,A3,36 A 45 AÑOS,CTA
640042,A2,46 A 65 AÑOS,CTA
829296,B1,EMPRESA,CTA
553934,A1,46 A 65 AÑOS,CTA
782454,A2,46 A 65 AÑOS,CTA & TC
68338,A2,36 A 45 AÑOS,CTA
124337,A2,36 A 45 AÑOS,CTA & TC
1631425,A1,36 A 45 AÑOS,CTA & TC
2470783,A3,36 A 45 AÑOS,CTA
1736679,A3,36 A 45 AÑOS,TC
1653362,A3,36 A 45 AÑOS,CTA
1150212,A1,36 A 45 AÑOS,CTA & TC
3632469,A3,31 A 35 AÑOS,CTA
3308800,A2,23 A 30 AÑOS,CTA
3819069,A3,31 A 35 AÑOS,CTA & TC
3795289,A3,23 A 30 AÑOS,CTA
1631302,A3,31 A 35 AÑOS,CTA & TC
3857991,A3,31 A 35 AÑOS,CTA & TC
3965881,B1,EMPRESA,CTA
2162477,A3,36 A 45 AÑOS,CTA
2443241,A2,36 A 45 AÑOS,CTA
1602610,A3,36 A 45 AÑOS,CTA
1987651,A3,31 A 35 AÑOS,CTA
1048076,A3,36 A 45 AÑOS,CTA
2659350,A3,36 A 45 AÑOS,CTA
4202276,A3,31 A 35 AÑOS,CTA
4272699,B1,EMPRESA,CTA
4149130,A1,46 A 65 AÑOS,CTA
296978,P2,EMPRESA,CTA
3568627,E3,EMPRESA,CTA & TC
2052467,A2,46 A 65 AÑOS,CTA
556734,P2,EMPRESA,CTA
503761,P2,EMPRESA,CTA & TC
748115,A2,MAYORES A 65 AÑOS,CTA
1184854,A3,MAYORES A 65 AÑOS,CTA
602696,E1,EMPRESA,CTA & TC
637529,B1,EMPRESA,TC
4076958,A3,36 A 45 AÑOS,CTA
3902929,A3,46 A 65 AÑOS,CTA
176023,A3,MAYORES A 65 AÑOS,CTA & TC
3812913,A3,MAYORES A 65 AÑOS,CTA
3904205,A3,MAYORES A 65 AÑOS,CTA
656842,A2,MAYORES A 65 AÑOS,CTA
837860,A3,MAYORES A 65 AÑOS,CTA
1170218,A2,MAYORES A 65 AÑOS,CTA
1082203,A2,MAYORES A 65 AÑOS,CTA
